Israel	CAMEO_100	Palestinian Territory, Occupied	20230101	20230101
Israel	CAMEO_120	United Nations	20230101	20230101
Citizen (Palestinian Territory, Occupied)	CAMEO_051	UN General Assembly	20230101	20230101
Muhammad Ishtayyah	CAMEO_051	United Nations	20230101	20230101
Muhammad Ishtayyah	CAMEO_020	International Court of Justice	20230101	20230101
Muhammad Ishtayyah	CAMEO_020	United Nations	20230101	20230101
Ralph Gonsalves	CAMEO_042	Guyana	20230102	20230102
Guyana	CAMEO_043	Ralph Gonsalves	20230102	20230102
Citizen (Russia)	CAMEO_036	Russia	20230102	20230102
Turkey	CAMEO_042	Russia	20230102	20230102
Syria	CAMEO_042	Russia	20230102	20230102
Russia	CAMEO_046	Turkey	20230102	20230102
Syria	CAMEO_046	Turkey	20230102	20230102
Turkey	CAMEO_046	Syria	20230102	20230102
Russia	CAMEO_046	Syria	20230102	20230102
Danny Danon	CAMEO_111	Foreign Affairs (Israel)	20230102	20230102
Benjamin Netanyahu	CAMEO_010	Ron Dermer	20230102	20230102
Ministry (Shas)	CAMEO_010	Ministry (Israel)	20230102	20230102
Meretz	CAMEO_010	Ministry (Israel)	20230102	20230102
Benjamin Netanyahu	CAMEO_040	Mossad	20230102	20230102
Mossad	CAMEO_040	Benjamin Netanyahu	20230102	20230102
Benjamin Netanyahu	CAMEO_051	Abdel Fattah Al-Sisi	20230102	20230102
Likud	CAMEO_112	Citizen (Israel)	20230102	20230102
Israel	CAMEO_057	Palestinian Territory, Occupied	20230102	20230102
Palestinian Territory, Occupied	CAMEO_057	Israel	20230102	20230102
Joseph Robinette Biden	CAMEO_130	Benjamin Netanyahu	20230102	20230102
China	CAMEO_050	United States	20230102	20230102
China	CAMEO_051	Qin Gang	20230102	20230102
Jair Bolsonaro	CAMEO_042	United States	20230102	20230102
United States	CAMEO_043	Jair Bolsonaro	20230102	20230102
Head of Government (South Korea)	CAMEO_081	Citizen (South Korea)	20230102	20230102
Qin Gang	CAMEO_032	Tony Blinken	20230102	20230102
Tony Blinken	CAMEO_041	Qin Gang	20230102	20230102
Qin Gang	CAMEO_041	Tony Blinken	20230102	20230102
Tony Blinken	CAMEO_010	Qin Gang	20230102	20230102
China	CAMEO_050	Qin Gang	20230102	20230102
Defense / Security Ministry (Russia)	CAMEO_010	Military (Russia)	20230102	20230102
Defense / Security Ministry (Russia)	CAMEO_010	Russia	20230102	20230102
Poland	CAMEO_038	United Nations	20230103	20230103
Luis Alberto Lacalle	CAMEO_017	Luiz Inacio Lula Da Silva	20230103	20230103
Court Judge (Germany)	CAMEO_020	Police (Germany)	20230103	20230103
Foreign Affairs (Spain)	CAMEO_020	Portugal	20230103	20230103
Citizen (Chile)	CAMEO_020	Portugal	20230103	20230103
Portugal	CAMEO_042	Chile	20230103	20230103
Chile	CAMEO_043	Portugal	20230103	20230103
Defense / Security Ministry (Russia)	CAMEO_010	Military (Russia)	20230103	20230103
Ukraine	CAMEO_190	Military (Russia)	20230103	20230103
Russia	CAMEO_010	Military (Russia)	20230103	20230103
Narendra Modi	CAMEO_020	Citizen (India)	20230103	20230103
Border Security Force	CAMEO_193	Citizen (Pakistan)	20230103	20230103
Cabinet / Council of Ministers / Advisors (India)	CAMEO_010	Government (India)	20230103	20230103
Bharatiya Janata	CAMEO_042	Nepal	20230103	20230103
Nepal	CAMEO_043	Bharatiya Janata	20230103	20230103
Police (India)	CAMEO_020	Citizen (India)	20230103	20230103
Citizen (India)	CAMEO_141	Unspecified Actor	20230103	20230103
Ministry (India)	CAMEO_030	Labor Union (India)	20230103	20230103
Citizen (India)	CAMEO_030	Labor Union (India)	20230103	20230103
Police (Indonesia)	CAMEO_173	Criminal (Indonesia)	20230103	20230103
Police (Indonesia)	CAMEO_010	Criminal (Indonesia)	20230103	20230103
India	CAMEO_173	Police (India)	20230103	20230103
Police (India)	CAMEO_173	Citizen (India)	20230103	20230103
Education (India)	CAMEO_010	Senate (India)	20230103	20230103
Border Security Force	CAMEO_010	Criminal (Pakistan)	20230103	20230103
Border Security Force	CAMEO_190	Criminal (Pakistan)	20230103	20230103
Citizen (India)	CAMEO_112	Ministry (India)	20230103	20230103
Narendra Modi	CAMEO_020	Scientist (India)	20230103	20230103
Police (India)	CAMEO_1711	Citizen (India)	20230103	20230103
Bhagwant Mann	CAMEO_010	Government (India)	20230103	20230103
Bhagwant Mann	CAMEO_020	Police (India)	20230103	20230103
Lawyer/Attorney (India)	CAMEO_010	Businessperson (India)	20230103	20230103
Education Ministry (India)	CAMEO_100	Citizen (India)	20230103	20230103
Ministry (India)	CAMEO_010	India	20230103	20230103
Sukhbir Singh Badal	CAMEO_100	Bhagwant Mann	20230103	20230103
Sukhbir Singh Badal	CAMEO_112	Bhagwant Mann	20230103	20230103
